Title,State,Fiscal Year,Amount,Average Monthly Participation
Crop Insurance,NE,2020,2336608.00,
Crop Insurance,NH,2020,100546.00,
Crop Insurance,NJ,2020,716250.00,
Crop Insurance,NM,2020,103601714.00,
Crop Insurance,NV,2020,115327963.00,
Crop Insurance,NY,2020,16534133.00,
Crop Insurance,OH,2020,-10052788.00,
Crop Insurance,OK,2020,50960311.00,
Crop Insurance,OR,2020,60037948.00,
Crop Insurance,PA,2020,47587769.00,
Crop Insurance,RI,2020,302153.00,
Crop Insurance,SC,2020,66895372.00,
Crop Insurance,SD,2020,324110146.00,
Crop Insurance,TN,2020,32695856.00,
Crop Insurance,TX,2020,1191732947.00,
Crop Insurance,UT,2020,43216477.00,
Crop Insurance,VA,2020,43383574.00,
Crop Insurance,VT,2020,1182102.00,
Crop Insurance,WA,2020,50823315.00,
Crop Insurance,WI,2020,464118.00,
Crop Insurance,WV,2020,1577602.00,
Crop Insurance,WY,2020,19649798.00,
Crop Insurance,AK,2021,49757.00,
Crop Insurance,AL,2021,18255214.00,
Crop Insurance,AR,2021,163250836.00,
Crop Insurance,AZ,2021,86599740.00,
Crop Insurance,CA,2021,358176963.00,
Crop Insurance,CO,2021,92794959.00,
Crop Insurance,CT,2021,17011330.00,
Crop Insurance,DC,2021,0.00,
Crop Insurance,DE,2021,-2588083.00,
Crop Insurance,FL,2021,51214595.00,
Crop Insurance,GA,2021,72662830.00,
Crop Insurance,HI,2021,1303360.00,
Crop Insurance,IA,2021,-373441937.00,
Crop Insurance,ID,2021,138054309.00,
Crop Insurance,IL,2021,-284636813.00,
Crop Insurance,IN,2021,-156246760.00,
Crop Insurance,KS,2021,-39981435.00,
Crop Insurance,KY,2021,2478355.00,
Crop Insurance,LA,2021,87603734.00,
Crop Insurance,MA,2021,8667498.00,
Crop Insurance,MD,2021,-5727587.00,
Crop Insurance,ME,2021,2008237.00,
Crop Insurance,MI,2021,-2757818.00,
Crop Insurance,MN,2021,203833854.00,
Crop Insurance,MO,2021,67080163.00,
Crop Insurance,MS,2021,84173495.00,
Crop Insurance,MT,2021,433267005.00,
Crop Insurance,NC,2021,71358528.00,
Crop Insurance,ND,2021,1451560385.00,
Crop Insurance,NE,2021,-109790378.00,
Crop Insurance,NH,2021,62539.00,
Crop Insurance,NJ,2021,-594988.00,
Crop Insurance,NM,2021,86860820.00,
Crop Insurance,NV,2021,65600342.00,
Crop Insurance,NY,2021,11238866.00,
Crop Insurance,OH,2021,-103477629.00,
Crop Insurance,OK,2021,32203739.00,
Crop Insurance,OR,2021,122563008.00,
Crop Insurance,PA,2021,6525710.00,
Crop Insurance,RI,2021,131638.00,
Crop Insurance,SC,2021,-8816548.00,
Crop Insurance,SD,2021,446352686.00,
Crop Insurance,TN,2021,4232106.00,
Crop Insurance,TX,2021,698668468.00,
Crop Insurance,UT,2021,37920561.00,
Crop Insurance,VA,2021,9694087.00,
Crop Insurance,VT,2021,852691.00,
Crop Insurance,WA,2021,346448322.00,
Crop Insurance,WI,2021,-33365585.00,
Crop Insurance,WV,2021,1146870.00,
Crop Insurance,WY,2021,17452029.00,
Crop Insurance,AK,2022,207079.00,
Crop Insurance,AL,2022,42701308.00,
Crop Insurance,AR,2022,206368622.00,
Crop Insurance,AZ,2022,78992834.00,
Crop Insurance,CA,2022,1028756754.00,
Crop Insurance,CO,2022,349830182.00,
Crop Insurance,CT,2022,-1249892.00,
Crop Insurance,DC,2022,0.00,
Crop Insurance,DE,2022,-239564.00,
Crop Insurance,FL,2022,157833884.00,
Crop Insurance,GA,2022,79044062.00,
Crop Insurance,HI,2022,1917950.00,
Crop Insurance,IA,2022,-339872906.00,
Crop Insurance,ID,2022,63201426.00,
Crop Insurance,IL,2022,-392384735.00,
Crop Insurance,IN,2022,-203934644.00,
Crop Insurance,KS,2022,1608237735.00,
Crop Insurance,KY,2022,66356669.00,
Crop Insurance,LA,2022,92429876.00,
Crop Insurance,MA,2022,439455.00,
Crop Insurance,MD,2022,-4091661.00,
Crop Insurance,ME,2022,-1462812.00,
Crop Insurance,MI,2022,-13282247.00,
Crop Insurance,MN,2022,-61663672.00,
Crop Insurance,MO,2022,91282444.00,
Crop Insurance,MS,2022,72998422.00,
Crop Insurance,MT,2022,260953096.00,
Crop Insurance,NC,2022,85429740.00,
Crop Insurance,ND,2022,545585464.00,
Crop Insurance,NE,2022,1001386242.00,
Crop Insurance,NH,2022,26496.00,
Crop Insurance,NJ,2022,18278925.00,
Crop Insurance,NM,2022,162151651.00,
Crop Insurance,NV,2022,138886668.00,
Crop Insurance,NY,2022,16624989.00,
Crop Insurance,OH,2022,-81413819.00,
Crop Insurance,OK,2022,564975734.00,
Crop Insurance,OR,2022,84965729.00,
Crop Insurance,PA,2022,39017264.00,
Crop Insurance,RI,2022,210838.00,
Crop Insurance,SC,2022,101996566.00,
Crop Insurance,SD,2022,684010222.00,
Crop Insurance,TN,2022,83557261.00,
Crop Insurance,TX,2022,3129776356.00,
Crop Insurance,UT,2022,49107316.00,
Crop Insurance,VA,2022,1597038.00,
Crop Insurance,VT,2022,532678.00,
Crop Insurance,WA,2022,90844356.00,
Crop Insurance,WI,2022,-68196574.00,
Crop Insurance,WV,2022,665797.00,
Crop Insurance,WY,2022,36416202.00,
Supplemental Nutrition Assistance Program (SNAP),AK,2018,187357117.00,91995
Supplemental Nutrition Assistance Program (SNAP),AL,2018,1084563290.00,766681
Supplemental Nutrition Assistance Program (SNAP),AR,2018,480472657.00,372451
Supplemental Nutrition Assistance Program (SNAP),AZ,2018,1210429898.00,845733
Supplemental Nutrition Assistance Program (SNAP),CA,2018,6332717643.00,3949535
Supplemental Nutrition Assistance Program (SNAP),CO,2018,668610833.00,449824
Supplemental Nutrition Assistance Program (SNAP),CT,2018,614967955.00,387329
Supplemental Nutrition Assistance Program (SNAP),DC,2018,188433398.00,112282
Supplemental Nutrition Assistance Program (SNAP),DE,2018,196899033.00,140298
Supplemental Nutrition Assistance Program (SNAP),FL,2018,5763762595.00,3347518
Supplemental Nutrition Assistance Program (SNAP),GA,2018,2336788286.00,1556452
Supplemental Nutrition Assistance Program (SNAP),HI,2018,469433045.00,163618
Supplemental Nutrition Assistance Program (SNAP),IA,2018,446259982.00,345406
Supplemental Nutrition Assistance Program (SNAP),ID,2018,199514037.00,157858
Supplemental Nutrition Assistance Program (SNAP),IL,2018,2777948512.00,1826011
Supplemental Nutrition Assistance Program (SNAP),IN,2018,867533147.00,617032
Supplemental Nutrition Assistance Program (SNAP),KS,2018,293539988.00,217420
Supplemental Nutrition Assistance Program (SNAP),KY,2018,853986982.00,615305
Supplemental Nutrition Assistance Program (SNAP),LA,2018,1297321641.00,867342
Supplemental Nutrition Assistance Program (SNAP),MA,2018,1159118509.00,770566
Supplemental Nutrition Assistance Program (SNAP),MD,2018,910098604.00,646483
Supplemental Nutrition Assistance Program (SNAP),ME,2018,218217647.00,167858
Supplemental Nutrition Assistance Program (SNAP),MI,2018,1894038446.00,1281862
Supplemental Nutrition Assistance Program (SNAP),MN,2018,544420005.00,428986
Supplemental Nutrition Assistance Program (SNAP),MO,2018,1061334229.00,736590
Supplemental Nutrition Assistance Program (SNAP),MS,2018,679722657.00,505308
Supplemental Nutrition Assistance Program (SNAP),MT,2018,158389738.00,115223
Supplemental Nutrition Assistance Program (SNAP),NC,2018,1919051873.00,1344485
Supplemental Nutrition Assistance Program (SNAP),ND,2018,75391175.00,52621
Supplemental Nutrition Assistance Program (SNAP),NE,2018,229206174.00,169811
Supplemental Nutrition Assistance Program (SNAP),NH,2018,101469828.00,86502
Supplemental Nutrition Assistance Program (SNAP),NJ,2018,1012654300.00,760303
Supplemental Nutrition Assistance Program (SNAP),NM,2018,638421821.00,456251
Supplemental Nutrition Assistance Program (SNAP),NV,2018,614241940.00,439941
Supplemental Nutrition Assistance Program (SNAP),NY,2018,4526970965.00,2796620
Supplemental Nutrition Assistance Program (SNAP),OH,2018,2078237006.00,1421366
Supplemental Nutrition Assistance Program (SNAP),OK,2018,832653493.00,585064
Supplemental Nutrition Assistance Program (SNAP),OR,2018,937798988.00,633970
Supplemental Nutrition Assistance Program (SNAP),PA,2018,2592183684.00,1818589
Supplemental Nutrition Assistance Program (SNAP),RI,2018,259191919.00,158986
Supplemental Nutrition Assistance Program (SNAP),SC,2018,943922431.00,658119
Supplemental Nutrition Assistance Program (SNAP),SD,2018,131112641.00,87410
Supplemental Nutrition Assistance Program (SNAP),TN,2018,1424890904.00,970875
Supplemental Nutrition Assistance Program (SNAP),TX,2018,5525177455.00,3895207
Supplemental Nutrition Assistance Program (SNAP),UT,2018,258536027.00,189093
Supplemental Nutrition Assistance Program (SNAP),VA,2018,1051800978.00,736221
Supplemental Nutrition Assistance Program (SNAP),VT,2018,106782062.00,73058
Supplemental Nutrition Assistance Program (SNAP),WA,2018,1268734555.00,877244
Supplemental Nutrition Assistance Program (SNAP),WI,2018,816882114.00,652885
Supplemental Nutrition Assistance Program (SNAP),WV,2018,440298715.00,321009
Supplemental Nutrition Assistance Program (SNAP),WY,2018,40676283.00,29330
Supplemental Nutrition Assistance Program (SNAP),AK,2019,171091672.00,78932
Supplemental Nutrition Assistance Program (SNAP),AL,2019,1032064886.00,667043
Supplemental Nutrition Assistance Program (SNAP),AR,2019,460333605.00,354917
Supplemental Nutrition Assistance Program (SNAP),AZ,2019,1146712214.00,736883
Supplemental Nutrition Assistance Program (SNAP),CA,2019,5977281299.00,3529470
Supplemental Nutrition Assistance Program (SNAP),CO,2019,639000457.00,415289
Supplemental Nutrition Assistance Program (SNAP),CT,2019,584718600.00,340447
Supplemental Nutrition Assistance Program (SNAP),DC,2019,172078913.00,101230
Supplemental Nutrition Assistance Program (SNAP),DE,2019,178138585.00,119787
Supplemental Nutrition Assistance Program (SNAP),FL,2019,4035386245.00,2649741
Supplemental Nutrition Assistance Program (SNAP),GA,2019,2115101241.00,1332536
Supplemental Nutrition Assistance Program (SNAP),HI,2019,448431408.00,144922
Supplemental Nutrition Assistance Program (SNAP),IA,2019,429315218.00,295682
Supplemental Nutrition Assistance Program (SNAP),ID,2019,192918233.00,135922
Supplemental Nutrition Assistance Program (SNAP),IL,2019,2646035880.00,1639396
Supplemental Nutrition Assistance Program (SNAP),IN,2019,819644875.00,530384
Supplemental Nutrition Assistance Program (SNAP),KS,2019,265322548.00,185329
Supplemental Nutrition Assistance Program (SNAP),KY,2019,739297747.00,502241
Supplemental Nutrition Assistance Program (SNAP),LA,2019,1214657938.00,749560
Supplemental Nutrition Assistance Program (SNAP),MA,2019,1131148466.00,703516
Supplemental Nutrition Assistance Program (SNAP),MD,2019,878649666.00,570444
Supplemental Nutrition Assistance Program (SNAP),ME,2019,203630527.00,144433
Supplemental Nutrition Assistance Program (SNAP),MI,2019,1701430344.00,1181972
Supplemental Nutrition Assistance Program (SNAP),MN,2019,509464759.00,381779
Supplemental Nutrition Assistance Program (SNAP),MO,2019,996212141.00,639338
Supplemental Nutrition Assistance Program (SNAP),MS,2019,605780127.00,420873
Supplemental Nutrition Assistance Program (SNAP),MT,2019,146944184.00,99368
Supplemental Nutrition Assistance Program (SNAP),NC,2019,1863656810.00,1228424
Supplemental Nutrition Assistance Program (SNAP),ND,2019,68485818.00,45312
Supplemental Nutrition Assistance Program (SNAP),NE,2019,221960791.00,148768
Supplemental Nutrition Assistance Program (SNAP),NH,2019,92889191.00,70412
Supplemental Nutrition Assistance Program (SNAP),NJ,2019,953558696.00,649128
Supplemental Nutrition Assistance Program (SNAP),NM,2019,632907856.00,415161
Supplemental Nutrition Assistance Program (SNAP),NV,2019,587953503.00,391569
Supplemental Nutrition Assistance Program (SNAP),NY,2019,4339617966.00,2661700
Supplemental Nutrition Assistance Program (SNAP),OH,2019,2020497444.00,1273257
Supplemental Nutrition Assistance Program (SNAP),OK,2019,819546294.00,531728
Supplemental Nutrition Assistance Program (SNAP),OR,2019,884189650.00,554927
Supplemental Nutrition Assistance Program (SNAP),PA,2019,2513696584.00,1627640
Supplemental Nutrition Assistance Program (SNAP),RI,2019,244223564.00,141232
Supplemental Nutrition Assistance Program (SNAP),SC,2019,854652751.00,558722
Supplemental Nutrition Assistance Program (SNAP),SD,2019,121995672.00,75020
Supplemental Nutrition Assistance Program (SNAP),TN,2019,1307248122.00,832130
Supplemental Nutrition Assistance Program (SNAP),TX,2019,4767112796.00,3187238
Supplemental Nutrition Assistance Program (SNAP),UT,2019,234552832.00,160829
Supplemental Nutrition Assistance Program (SNAP),VA,2019,1002380166.00,654882
Supplemental Nutrition Assistance Program (SNAP),VT,2019,100248674.00,68277
Supplemental Nutrition Assistance Program (SNAP),WA,2019,1192380309.00,833128
Supplemental Nutrition Assistance Program (SNAP),WI,2019,778373061.00,572323
Supplemental Nutrition Assistance Program (SNAP),WV,2019,397899950.00,282662
Supplemental Nutrition Assistance Program (SNAP),WY,2019,36277115.00,24309
Supplemental Nutrition Assistance Program (SNAP),AK,2020,198298992.00,83194
Supplemental Nutrition Assistance Program (SNAP),AL,2020,1359495890.00,730708
Supplemental Nutrition Assistance Program (SNAP),AR,2020,660915016.00,371265
Supplemental Nutrition Assistance Program (SNAP),AZ,2020,1469174725.00,833448
Supplemental Nutrition Assistance Program (SNAP),CA,2020,7818586485.00,4312002
Supplemental Nutrition Assistance Program (SNAP),CO,2020,912978201.00,483097
Supplemental Nutrition Assistance Program (SNAP),CT,2020,721754999.00,372305
Supplemental Nutrition Assistance Program (SNAP),DC,2020,225271943.00,116406
Supplemental Nutrition Assistance Program (SNAP),DE,2020,215100949.00,120416
Supplemental Nutrition Assistance Program (SNAP),FL,2020,6083139792.00,3177286
Supplemental Nutrition Assistance Program (SNAP),GA,2020,2906208820.00,1565935
Supplemental Nutrition Assistance Program (SNAP),HI,2020,563931492.00,165418
Supplemental Nutrition Assistance Program (SNAP),IA,2020,545552128.00,310564
Supplemental Nutrition Assistance Program (SNAP),ID,2020,241192232.00,146497
Supplemental Nutrition Assistance Program (SNAP),IL,2020,3381674266.00,1865896
Supplemental Nutrition Assistance Program (SNAP),IN,2020,1091236875.00,601417
Supplemental Nutrition Assistance Program (SNAP),KS,2020,336631296.00,200443
Supplemental Nutrition Assistance Program (SNAP),KY,2020,997788980.00,555425
Supplemental Nutrition Assistance Program (SNAP),LA,2020,1576364622.00,830750
Supplemental Nutrition Assistance Program (SNAP),MA,2020,1472070728.00,821254
Supplemental Nutrition Assistance Program (SNAP),MD,2020,1270867930.00,700979
Supplemental Nutrition Assistance Program (SNAP),ME,2020,277026746.00,159995
Supplemental Nutrition Assistance Program (SNAP),MI,2020,2296880243.00,1254475
Supplemental Nutrition Assistance Program (SNAP),MN,2020,959125365.00,409275
Supplemental Nutrition Assistance Program (SNAP),MO,2020,1324976208.00,715447
Supplemental Nutrition Assistance Program (SNAP),MS,2020,772290269.00,429568
Supplemental Nutrition Assistance Program (SNAP),MT,2020,192530803.00,104391
Supplemental Nutrition Assistance Program (SNAP),NC,2020,2391518239.00,1317566
Supplemental Nutrition Assistance Program (SNAP),ND,2020,84360845.00,46092
Supplemental Nutrition Assistance Program (SNAP),NE,2020,254347798.00,157091
Supplemental Nutrition Assistance Program (SNAP),NH,2020,116852942.00,72505
Supplemental Nutrition Assistance Program (SNAP),NJ,2020,1288738288.00,700538
Supplemental Nutrition Assistance Program (SNAP),NM,2020,903755521.00,468745
Supplemental Nutrition Assistance Program (SNAP),NV,2020,806791228.00,448688
Supplemental Nutrition Assistance Program (SNAP),NY,2020,5118950034.00,2658439
Supplemental Nutrition Assistance Program (SNAP),OH,2020,3099962149.00,1396860
Supplemental Nutrition Assistance Program (SNAP),OK,2020,1056260544.00,596705
Supplemental Nutrition Assistance Program (SNAP),OR,2020,1170543331.00,635485
Supplemental Nutrition Assistance Program (SNAP),PA,2020,3249170462.00,1794613
Supplemental Nutrition Assistance Program (SNAP),RI,2020,278985653.00,146183
Supplemental Nutrition Assistance Program (SNAP),SC,2020,1101611441.00,596161
Supplemental Nutrition Assistance Program (SNAP),SD,2020,143860091.00,78245
Supplemental Nutrition Assistance Program (SNAP),TN,2020,1774499562.00,868936
Supplemental Nutrition Assistance Program (SNAP),TX,2020,6300171765.00,3551011
Supplemental Nutrition Assistance Program (SNAP),UT,2020,279594698.00,164041
Supplemental Nutrition Assistance Program (SNAP),VA,2020,1331022987.00,730370
Supplemental Nutrition Assistance Program (SNAP),VT,2020,117478730.00,68568
Supplemental Nutrition Assistance Program (SNAP),WA,2020,1598425639.00,870997
Supplemental Nutrition Assistance Program (SNAP),WI,2020,1104399935.00,647376
Supplemental Nutrition Assistance Program (SNAP),WV,2020,518346256.00,306218
Supplemental Nutrition Assistance Program (SNAP),WY,2020,45870674.00,26928
Supplemental Nutrition Assistance Program (SNAP),AK,2021,288045258.00,82888
Supplemental Nutrition Assistance Program (SNAP),AL,2021,1974053519.00,769606
Supplemental Nutrition Assistance Program (SNAP),AR,2021,765794046.00,346176
Supplemental Nutrition Assistance Program (SNAP),AZ,2021,2175824745.00,879123
Supplemental Nutrition Assistance Program (SNAP),CA,2021,11243441465.00,4327062
Supplemental Nutrition Assistance Program (SNAP),CO,2021,1304761706.00,513945
Supplemental Nutrition Assistance Program (SNAP),CT,2021,980157323.00,371632
Supplemental Nutrition Assistance Program (SNAP),DC,2021,381121744.00,140115
Supplemental Nutrition Assistance Program (SNAP),DE,2021,288020710.00,115484
Supplemental Nutrition Assistance Program (SNAP),FL,2021,7994149813.00,3356215
Supplemental Nutrition Assistance Program (SNAP),GA,2021,4085504054.00,1640617
Supplemental Nutrition Assistance Program (SNAP),HI,2021,944131080.00,195834
Supplemental Nutrition Assistance Program (SNAP),IA,2021,727003312.00,286050
Supplemental Nutrition Assistance Program (SNAP),ID,2021,258375969.00,132607
Supplemental Nutrition Assistance Program (SNAP),IL,2021,5104129949.00,1985791
Supplemental Nutrition Assistance Program (SNAP),IN,2021,1619482719.00,645754
Supplemental Nutrition Assistance Program (SNAP),KS,2021,488517358.00,200344
Supplemental Nutrition Assistance Program (SNAP),KY,2021,1610391177.00,597747
Supplemental Nutrition Assistance Program (SNAP),LA,2021,2462801412.00,924723
Supplemental Nutrition Assistance Program (SNAP),MA,2021,2350041332.00,929029
Supplemental Nutrition Assistance Program (SNAP),MD,2021,2146479444.00,823501
Supplemental Nutrition Assistance Program (SNAP),ME,2021,409896690.00,158097
Supplemental Nutrition Assistance Program (SNAP),MI,2021,3246391707.00,1278213
Supplemental Nutrition Assistance Program (SNAP),MN,2021,1985655426.00,452652
Supplemental Nutrition Assistance Program (SNAP),MO,2021,1734889161.00,698720
Supplemental Nutrition Assistance Program (SNAP),MS,2021,1066435430.00,418451
Supplemental Nutrition Assistance Program (SNAP),MT,2021,228795841.00,97186
Supplemental Nutrition Assistance Program (SNAP),NC,2021,3994650815.00,1541661
Supplemental Nutrition Assistance Program (SNAP),ND,2021,113160074.00,50377
Supplemental Nutrition Assistance Program (SNAP),NE,2021,356554249.00,157273
Supplemental Nutrition Assistance Program (SNAP),NH,2021,174557213.00,69116
Supplemental Nutrition Assistance Program (SNAP),NJ,2021,2169432714.00,825664
Supplemental Nutrition Assistance Program (SNAP),NM,2021,1339883626.00,520494
Supplemental Nutrition Assistance Program (SNAP),NV,2021,1085383815.00,453250
Supplemental Nutrition Assistance Program (SNAP),NY,2021,7311543597.00,2780714
Supplemental Nutrition Assistance Program (SNAP),OH,2021,3865203855.00,1509438
Supplemental Nutrition Assistance Program (SNAP),OK,2021,1472962209.00,619149
Supplemental Nutrition Assistance Program (SNAP),OR,2021,1847403478.00,706294
Supplemental Nutrition Assistance Program (SNAP),PA,2021,5170214891.00,1766450
Supplemental Nutrition Assistance Program (SNAP),RI,2021,378689563.00,142149
Supplemental Nutrition Assistance Program (SNAP),SC,2021,1550266093.00,608107
Supplemental Nutrition Assistance Program (SNAP),SD,2021,177819200.00,74627
Supplemental Nutrition Assistance Program (SNAP),TN,2021,3094821635.00,881344
Supplemental Nutrition Assistance Program (SNAP),TX,2021,8751945285.00,3408385
Supplemental Nutrition Assistance Program (SNAP),UT,2021,412957155.00,163010
Supplemental Nutrition Assistance Program (SNAP),VA,2021,1901832165.00,750785
Supplemental Nutrition Assistance Program (SNAP),VT,2021,169354925.00,67790
Supplemental Nutrition Assistance Program (SNAP),WA,2021,2359661930.00,927999
Supplemental Nutrition Assistance Program (SNAP),WI,2021,1964034853.00,762395
Supplemental Nutrition Assistance Program (SNAP),WV,2021,772297950.00,302444
Supplemental Nutrition Assistance Program (SNAP),WY,2021,73313685.00,29118
Supplemental Nutrition Assistance Program (SNAP),AK,2022,348717900.00,92119
Supplemental Nutrition Assistance Program (SNAP),AL,2022,2161908716.00,761074
Supplemental Nutrition Assistance Program (SNAP),AR,2022,509586699.00,280390
Supplemental Nutrition Assistance Program (SNAP),AZ,2022,1912395634.00,825666
Supplemental Nutrition Assistance Program (SNAP),CA,2022,14424776610.00,4627744
Supplemental Nutrition Assistance Program (SNAP),CO,2022,1473934886.00,540303
Supplemental Nutrition Assistance Program (SNAP),CT,2022,1115512850.00,375361
Supplemental Nutrition Assistance Program (SNAP),DC,2022,444360725.00,145805
Supplemental Nutrition Assistance Program (SNAP),DE,2022,323485761.00,118842
Supplemental Nutrition Assistance Program (SNAP),FL,2022,4975285574.00,2847086
Supplemental Nutrition Assistance Program (SNAP),GA,2022,4093404907.00,1608203
Supplemental Nutrition Assistance Program (SNAP),HI,2022,900720734.00,169014
Supplemental Nutrition Assistance Program (SNAP),IA,2022,596714651.00,278827
Supplemental Nutrition Assistance Program (SNAP),ID,2022,220405707.00,124078
Supplemental Nutrition Assistance Program (SNAP),IL,2022,5678772072.00,1981714
Supplemental Nutrition Assistance Program (SNAP),IN,2022,1523624552.00,617630
Supplemental Nutrition Assistance Program (SNAP),KS,2022,558884067.00,195799
Supplemental Nutrition Assistance Program (SNAP),KY,2022,1265479724.00,541623
Supplemental Nutrition Assistance Program (SNAP),LA,2022,2388597365.00,822649
Supplemental Nutrition Assistance Program (SNAP),MA,2022,3135942192.00,1024442
Supplemental Nutrition Assistance Program (SNAP),MD,2022,2117227174.00,772731
Supplemental Nutrition Assistance Program (SNAP),ME,2022,475481103.00,162159
Supplemental Nutrition Assistance Program (SNAP),MI,2022,3941434011.00,1351310
Supplemental Nutrition Assistance Program (SNAP),MN,2022,1694725549.00,435910
Supplemental Nutrition Assistance Program (SNAP),MO,2022,1298301743.00,657870
Supplemental Nutrition Assistance Program (SNAP),MS,2022,851232937.00,413651
Supplemental Nutrition Assistance Program (SNAP),MT,2022,155175590.00,89167
Supplemental Nutrition Assistance Program (SNAP),NC,2022,4737610255.00,1599930
Supplemental Nutrition Assistance Program (SNAP),ND,2022,90503186.00,47417
Supplemental Nutrition Assistance Program (SNAP),NE,2022,265904110.00,155550
Supplemental Nutrition Assistance Program (SNAP),NH,2022,200380711.00,69343
Supplemental Nutrition Assistance Program (SNAP),NJ,2022,2576443628.00,857304
Supplemental Nutrition Assistance Program (SNAP),NM,2022,1486850924.00,518799
Supplemental Nutrition Assistance Program (SNAP),NV,2022,1281156203.00,455231
Supplemental Nutrition Assistance Program (SNAP),NY,2022,8699495581.00,2839326
Supplemental Nutrition Assistance Program (SNAP),OH,2022,4299141255.00,1491294
Supplemental Nutrition Assistance Program (SNAP),OK,2022,1802791838.00,650640
Supplemental Nutrition Assistance Program (SNAP),OR,2022,2094359050.00,718580
Supplemental Nutrition Assistance Program (SNAP),PA,2022,5017489465.00,1845636
Supplemental Nutrition Assistance Program (SNAP),RI,2022,424913309.00,139362
Supplemental Nutrition Assistance Program (SNAP),SC,2022,1719271318.00,618978
Supplemental Nutrition Assistance Program (SNAP),SD,2022,143211449.00,71012
Supplemental Nutrition Assistance Program (SNAP),TN,2022,1800936365.00,825340
Supplemental Nutrition Assistance Program (SNAP),TX,2022,9882113180.00,3440726
Supplemental Nutrition Assistance Program (SNAP),UT,2022,426939679.00,156291
Supplemental Nutrition Assistance Program (SNAP),VA,2022,2324190266.00,794646
Supplemental Nutrition Assistance Program (SNAP),VT,2022,205688345.00,69483
Supplemental Nutrition Assistance Program (SNAP),WA,2022,2527621418.00,874543
Supplemental Nutrition Assistance Program (SNAP),WI,2022,2075620402.00,708238
Supplemental Nutrition Assistance Program (SNAP),WV,2022,884685288.00,310879
Supplemental Nutrition Assistance Program (SNAP),WY,2022,68566524.00,30178
